datapoint,label
Lookin' for . She home? I got somethin' for her.,no
"Looks like you can't hold your liquor, girly girl. That's what you get for trying to steal my boyfriend. Oh dying!",yes
"Lots of blood, but no bodies. No tracks? No. Just like Tompkins' place.",no
"Loving someone's The hardest work There is. Oh, i messed up plenty, So did she.",no
Ls this bothering you? Is this bothering you? This?,no
Majored in international law at Oxford. Top of her class. Been living in London for the past 10 years.,no
Making her question the group's beliefs and their Innate contradictions. W What are the chances of something like this working?,no
"Man I really liked her. Hey. There's plenty of fish in the sea, bro.",no
"Mark, you're a real piece of shit. Yeah. And no matter how many women you sleep with, or cars you buy nothing will be enough to fill the hole inside you where something real should be.",no
"Max! Max, where are you, man? Max?",no
Maybe not. Hunter keeps are usually designed with darkness in mind. Turn your lights.,no
Maybe someone got her. Damn vampire solidarity. I'm sure they moved her...,no
Mhm? Ok. Hello. Hey.,no
Micah. Is it true that Grace was having an affair? What are you trying to hide?... on her insurance policy?,no
"Michael, listen to me. Do not hurt that little girl. Do not hurt that little girl.",no
Mm-hmm. Mm... Mm! Hey!,no
"Mmm. I'm happy. And I'm I'm really close to clearing my debt. Oh, your debt, that's right.",no
"Most days, he just shit his pants. Jackson's mother hung around for the disability and what was left of his savings. But she was out of the house a lot.",no
"My best buddies go up the mountain as regular Joes. Come down fucking rich. I mean, how did that happen?",no
My girlfriend. And did you lose her recently? A little over two months ago.,no
My guy looks like james cromwell. Here. You want to see her?,no
My mom was really into French stuff. Yeah? This was her book.,no
"My wife was an incredibly kind and decent woman, and she could still be by my side. But thanks to the Alzheimer's, there's no mind left to salvage. And that's it?",no
"Nap philosophy? Yeah, naps throughout the day, like, help with productivity and stuff. Mmm.",no
"Nein. Tom, what's she saying? "" This is all of our fault.",no
"No sand, no mountains. Lord. You should see these chicks, man.",yes
"No! I want $25,000 in cash. $25,000?",no
No! No! Fuck! No! No! Fuck!,no
"No! Oh, woman down! Oh woman must leave and we save this dragon.",yes
No!? For only The loss of you?,no
"No, I had a better idea. What you doing? Drifter, she's gonna take you down.",no
"No, I'd just like your take on it. I find it odd that nobody on the team was at their teammate's 21st birthday party. I don't know, Sonny.",no
"No, Natalie's said that she's going to call me as soon as she finds out about the election. I haven't heard from her. I'm just worried she lost, you know?",no
"No, come on, I can hear, please. No, the thing up there is not her. No, it's not Lilly.",no
"No, no, no, no, no! -... and there. Here... And fill it up for my soon-to-be-married friend, Sasha!",no
"No, no, no, you can't do that! Why? Why?",no
"No, really, we're arranging four new songs, and they all need rehearsal... Eventually, I threw her an off-speed pitch. I said..",no
"No, she's right, it does suck. Hayden! We talked about throwing paper!",no
"No, you're not happy about that. Then not too long after that, you're sitting on your kitchen floor buck naked, you got a gun in your mouth and all you're thinking about is, is today the day? Is today the day I pull the trigger?",no
No. For us. And it's a race.,no
"No. She's, uh, she's not jewish, grandpa. At your age, I suppose it doesn't make that much difference, tateleh.",no
Nolonger aretheyallalone? Withaloha astheirnewhome? Andwhenyou visitthem?,no
"Not from my phone, you won't. They'll trace you. Come on, Ray, that's a little thick.",no
"Not like this. He went for the gun, man. 4-17, shots fired.",no
"Not news. Besides, I'm not telling you that I don't like her. I hardly know her.",no
"Not to hear it. Wait, she's waving! I know.",no
Nothing. Base. What's wrong with her bot?,no
"Nothing. How many times have we been through this'? We've been through this, Mom.",no
Nothing. Why are you reading it? I wasn't.,no
"Now Rebecca has just informed me underneath her graduation gown. Is that true, Rebecca? That is true, vance, and I dare you to get a close-up.",no
"Now every time I eat an apple I think of her. It's funny, I never got the recipe. I guess I always thought that the pies would just be there.",no
"Now, just hear me out before you say anything, because this is not something that I sought out, but it is... something that I think that we should consider. Just tell her what's in your heart. She's stood behind your decisions in the past, hasn't she?",no
"Now... when a woman has to go to the bathroom in the middle of the night, she doesn't give a shit if you haven't slept in four years. If she gets woken up out of her sleep, it's everybody's problem. They don't wake up and think, "" I have to pee. "" They wake up and go, "" Oh, my God!",yes
"Of course he is. Wow, I nailed it with the Sunglasses Man. Right off the top of my head.",no
"Oh no, she's getting the other secretaries to walk off the job. She's leading a revolt. I could lose the female vote over this stupid joke!",yes
"Oh yeah. Oh yeah, spank the monkey, smart boy. Damn.",no
"Oh, Frank, we're talking In here. You ought to join us. Well, I know her name now.",no
"Oh, God, I hope I'm wrong. Stacy's friends and family immediately called the police and said they thought you had done something to her. That's right.",no
"Oh, I don't know if I'm ready for that. Oh, if you're not, Little Miss Buxom over there most certainly is. I have another engagement later this evening.",yes
"Oh, Joy, where are you? We lost Goofball Island. That means she can lose Friendship, and Hockey and Honesty and Family.",no
"Oh, alright! An answer! Emphatic at that!",no
"Oh, easy, Kimmy. First year of driving? Sorry.",no
"Oh, goody. Grodlin, what are we waiting for? Round up the Trogs and let's go get her.",no
"Oh, hey, Marnie, thank you so much for coming. I really appreciate it. I didn't even think about needing a sitter, this being the first time since -Don't mention it.",no
"Oh, hey. Hold on, what's wrong? I'm sensing a disturbance in the Force.",no
"Oh, let me refresh your memory. She saw a picture of you and Russell on Facebook, and even though he's a doctor, she threatened to disown you if you continue to date a man whose skin was darker than a Frappuccino. Okay, I get it.",no
"Oh, my! As punishment... she transformed him into a hideous beast. And placed a powerful spell on the castle... and all who lived there.",no
"Oh, no. No! No, no, no, no... I've been a bad boy!",no
"Oh, she was there. She was? Mhm.",no
"Oh, thank you.? And you're the reason why Stars are falling And so am I...? Oh!",no
"Oh, we made eye contact. I think it's-It's okay. Maybe he didn't see me.",no
"Oh, welcome back, sir. I didn't recognize you. Let me just make sure your seats are ready.",no
"Oh, wow. Thank you. Oh, thank you, thank you so much.",no
"Okay, fine, no. Okay, so you just wanna make me feel bad for bringing her along. Jack, I... Did you guys ever think for one second what it would feel like for me to come back here?",no
"Okay, hold on. Mateo? Is that true?",no
"Okay, how about that one? Oh, that makes all the difference in the world. Oh, my God.",no
"Okay, so we get a cab, take her back to the trailer park, all right? One thing leads to another, we end up on my water bed making out. Pretty great.",no
"Okay, so you killed a woman. No, I just know, because I've seen movies and I've read books. About killing women?",yes
Okay. He buzzed her in. Really?,no
Okay. I like this place. I'm glad.,no
Okay. Okay. Amy!,no
"Okay. Seriously, we don't have a smaller baby? Hey, don't forget to burp him.",no
Okay. Thank you. She is so annoying.,yes
"Okay. Well, you can also relax. Okay.",no
Okay. Why don't you calm down? I'm gonna need you to inspect her.,no
Okay. You should know something. We had eight extra minutes of civilian evacuation because of Peeta's warning.,no
"Older man, young woman. Yeah, high heels, that's right. Dad's home!",no
"Once Micah and I are married, I'll be a better mother than she ever was. Why'd you burn down the inn? He was getting too attached to this place.",no
"Once we snare the Beast, we'll drag her out. You're insane. I'm not insane... I'm committed.",no
"Ooh, she brought her own flashlight. Whoa. Where did you find the dog?",no
"Ooh. But I felt the baddest for Yolanda Reyes, John's girl. Now, she knew he was a playboy, but she said he always came home at night, so...",no
Or do you want to do it the hard way? Huh? Huh?,no
"Or he doesn't like your levels. But when he calls you Tom, it's always good news. I mean, the time he liked your white cell count.",no
Or maybe they put where they should not. Perhaps. But I think it has something to do with drugs.,no
"Our investigation indicates that Ms. Rayborn left... of her own free will. Apparently, with a young man she had been seeing secretly. Frankly, given her home environment, I'm glad she finally got away.",no
"Pa... you remember how I told you Ma died? Yeah. Well, the son of a bitch who shot her... had a tattoo on his hand... just like Cicero here.",no
Panama is too. She didn't eat her 2 p.m. bucket or her 5. You tell Clay?,no
"Patrick, hey! I'm so glad you could make it. You guys don't mind if I borrow him for a second, do you?",no
"People celebrating. I saw Casey, she was glowing. And I knew I should be in there with her.",no
"Please escort our guest to the kitchen before she draws blood. Sorry. Toni, hi.",no
"Please, take it. Fine. But you'll need to earn back her favor.",no
"Please. You're very welcome. No, don't give her no wristband, man.",no
"Popcorn and I packed the rest of her stuff. Hey, where is Popcorn? on. Well, I think that's everything.",no
"Pressure changes things. Makes a man write a six instead of a nine. Not Beeker, the man's ice.",no
"Professor Hill has indicated on the telephone that she is prepared to release her statement. We will excuse temporarily Judge Thomas, and we will call momentarily, as a witness, Anita Hill.",no
Puddles made her more relatable. Wow. I love your parents...,no
"Question 2. As both an artist and an aficionado of the cinema, do you prefer your popcorn with or without butter-flavored topping? Mr. Truman, exactly which, uh, publication do you represent?",no
Really? I could kiss you. Robin's last class is about to end.,no
"Red team, Kyle, defend her to the death. My Superman-cape. So, officially game starts at midnight.",no
Regret?! I can't even tell you how much I regret that I ever even met her! And you why are you always on their side?,no
"Remember when we was talking on the phone, I told you I'd been up for three days and I started seeing some weird shit? Just tell me what you seen. An army of naked zombie women.",no
"Remember when you told me that I can show you my science fair project in the morning? Well, here it is! My weather balloon.",no
"Repeat, I'm pinned down. Bradley was covering our flank and maneuver when... he got separated. Man on Air support, sector 305.",no
Rick will not forget. He will come around. I won't forget.,no
Right now I have two unpublished novels and I'm working on a third that I'm really excited about. It's called pizza to go. It's about a guy named Scott who meets all these interesting characters.,no
"Right now. This bitch, Mildy Torres from Social Services shows up at my front door, finagles her way in and tells me I'm under investigation, that I might lose Dennis. Why are you under investigation?",yes
Right'? Yeah. There is a 50/50 chance.,no
Room service! Close the door. Need any fresh towels?,no
Same goes for strippers. I am so sorry that he's referring to you in-in such a manner. Does it look like it bothers her?,no
"See you there, dude. Ow. Yep.",no
"See, it's not that hard. You just have to make that hard P sound. Yo, Scab!",no
"See, you've done made her sick! You know Chazz got that goddamn asthma. I didn't make her sick!",no
"Send me a picture of her? No, I'm not sending you... Are we 14?",no
"Seriously though, you want me to wait till she gets home? No, I want you to wait until I finish this cigarette. Remind me again why I hang out with you.'",no
Seriously? She usually calls if she's going to cancel but I haven't heard anything. I'm sure she'll call.,no
She called the landline three times. Oh. You have to talk to her.,no
"She can't be more than 19. She hasn't had time to get herself a past. Child, it's the age of Facebook.",no
She catches me all the time. I think she likes it. Maybe it's just not meant to be.,no
She confessed her sins. The next day she moved into our church. Would you like to know how she died?,no
She doesn't have to like it. You're gonna help her meet her mate. Who is meeting their mate?,no
"She had to. For her own good, for her own happiness. She reset.",no
"She has no idea who I am. I have to tell her the truth. Well, maybe telling her tonight is a little abrupt.",no
"She hasn't had a shot, you said you'd give her a shot, she hasn't had one. How's your health? Never better.",no
She is just fantastic. She tied us together an then she strapped a dual butterfly between us. Butterfly?,no
"She is. I mean, she went right to class when the bell rang. Different.",no
"She looked like... Tyler Perry. Boy, I tell you what, Son, she's way prettier... than that last girl you was with. Good night.",no
She looks normal. So what happened with not-so-funny guy? It didn't work out.,no
She lost faith in any possibility that we might be able to resolve this somehow. And she lost faith. Wow.,no
"She needs a big strong guy like to keep her safe. / Open Hearth? Really? / Dude, what it is, works it out.",yes
She ran off with her children. I told you guys that house was overcrowded. Her kid was fighting when she went to visit.,no
She said she believes. She believes up here. We just need to pray that she believes in here.,no
She said she'd gone home to her mother's in the country. Needed time to think. She needed to be apart.,no
She stands apart from the crowd She loves the sea and her people She makes her whole family proud Sometimes the world seems against you The journey may leave a scar But scars can heal and reveal just,no
"She's beautiful, of course, and she has dark hair like mine. And the stench of your failure hanging over her. I didn't mean...",no
"She's fine. There's no helping her right now. Rhonda, can you hear me?",no
"She's kinda wackadoodle... And her name is "" Sushi. "" Which is not a real name. It's her pen name.",no
She's one of mine. So she's nuts? Apparently the two of them used to be an item if that tells you anything.,no
She's pretty. She smells good. Maybe you'll try to stick your hand up her shirt.,yes
"She's so full of this hypothetical black dick, that it's moved everything in her body out of the way, and behind her eyelids, pink dick-head meat. That's even funny if you write that down. Black dick, yo.",yes
She's still in that meeting. What meeting? Laura didn't know.,no
"She's such a smart girl. This article has really gotten to her. Stop it, you and I both know it's not just about that, okay?",no
She... She adores you. You made her really happy.,no
"Sheriff Ford, call the office. Hicks, here. There's bring a break in at city hall and a robbery in the mayor's office.",no
"Shh. Man'. Apparently long-time church member Marla Gifford had some sort of a disagreement with Minister Case, at least that's what we're hearing from other church members. That's when she showed up at the First Baptist Church with a large hunting knife.",no
"Shit! You alright, man? I'm good, I'm good, I'm good, I'm good!",no
Shit. You don't have to knock. It's always open.,no
Shut up! Shut up. I'm cool.,no
"Six packets. Man, she must be insane. Yo, there go those dudes from this morning.",no
"Sizwe. Gosh. Now that's a tough one, dog.",no
So Slavi made example of her. They do that. They burned one girl's face with battery acid.,no
So how's Skylar? She's all right. Ally and Dan are back there with her.,no
So quit being grouchy grandpa. I will not. See?,no
So she quit. Ever since didn't get to flip. I've got Rebecca Moore.,no
So you just a mama tryin' to get to her cubs? I'm Frederick. Freddie. Rebecca.,no
So young. She must be terrified. And you can't help her.,no
"So, I'm thinking about Roman navel strategies and the way that it developed between first and second Punic Wars. Victorian English excavators of Pompeii found themselves completely aghast at the hoards of sexual images that they found underneath the volcanic ash, from forearm size bronze phalluses, which the residents would hang in their doorways, to depictions of various sexual positions from the city brothel, which would allow the customers to choose their pleasure as they would from a fast food value menu. Dr. Hadley, I'm sorry to interrupt.",no
"So, We'll do something like trespassing? Theoretically, I'd that our stay there on the edge... Patterns?",no
"So, after she... Yeah. We... We didn't have anybody either.",no
"So... And that isn't guaranteed, what she just said. It's something you would have to investigate.",no
"Sorry to interrupt, but I have a situation that can't really wait. Brooklyn is out of her meds again, and her dads are still in San Juan Island at their spirit retreat, i.e., no cell phones or clothing according to Brooklyn, but... Mr. Reed, Miss Halstrom, she's our other kindergarten teacher.",no
Sorry. Just a little work around the house. Salt of the earth.,no
Sounds like fun. Could be dangerous. Maybe I'll die.,no
Spidey! Spidey! Ah.,no
"Stanley, do you get a sense that Kantmiss is aware of the frenzy she's creating? I don't think so, Bob. She's electrifying.",no
"Strangers. I've seen them in enough worlds to know not to mess with them. But if they're after your dad, then he's in worse trouble than I thought.",no
Strong eyes. Do it. Raymond... not with your mouth.,no
"Sure. Thanks. Carmen, why are you getting her hopes up?",no
"Take me someplace she loved. Do you, John, take Rebecca to be your lawfully wedded wife? I do.",no
Tell Kang I'm dead. You'll help me save the president. Kang.,no
"Tell him, tell him, El! You're still beautiful. for Samantha and Lisa ELLIOT LOVES",no
Tell your mom not to be such a fuddy duddy. Don't be such a fuddy duddy. Is she shaking her head?,no
"Terri, a story is like a beautiful woman. For me, writing is like making love. Wonderful.",yes
"Thank you, Michael. Thank you so much. Man, that was awesome, seriously.",no
Thank you. All those cheeks. Truly a Gerber Baby.,no
Thank you. You like her? I do!,no
"Thank you. You mean like Amanda in The Glass Menagerie? Dominating her children, but with a deceptive softness.",no
"Thanks, I owe ya. * Todd, can I have a word? No. Jennie Stanton's the best at what she does.",no
That can't fucking happen. You hear me? Yeah.,no
That is a lot of blood. It's fine. It's okay.,no
That is very dangerous. You could put out an eye with that thing. Didn't your mother tell you never to play with knives?,yes
"That was a dick move on her part, I'm sorry... I feel bad, man. But that's what she does.",no
That was on me. That was an accident. You fucking pervert!,no
That was really bad. Check this out. Watch the yard.,no
"That when a woman is naked, you're like, "" Look at that beautiful woman, "" and when a man is naked, you're like, "" There was a crime. Something horrible happened over there, guys. "" It's an interesting time.",yes
"That's actually not bad, that's like legitimately good. Yeah, yeah come on dude, so come on say it. Say what you just said.",no
"That's awesome... Wait, Jordan! No, wait!",no
That's for all the times I had to listen to you fucking her Tonight you're gonna be the one listening on the other side of the wall Leave her the fuck alone! Do you believe in ghosts? Scream for him Fuck you.,no
"That's it, right? Yeah. Okay, then that makes 29 dogs unaccounted for.",no
"That's not a nun! I'm not going in there! Then stay here, I'll be back in two minutes.",no
"That's so tight. That's so sick. That's so tight, Doris.",no
"The English, Your Majesty. These are the letters of the Pope? He is furious with the marauding fury of the English?",no
"The adult onset is usually the first time we have... are we gonna have to move again, mom? I don't know. I don't know what he's gonna say.",no
"The beans Beans? The special beans I let him go I didn't know he'd stolen my beans I was watching him crawl Back over the wall When bang, crash A lightning flash Well, that's another story Never mind, anyway At last, the big day came I made my claim "" Oh, don't take away the baby "" They shrieked and squeaked But I did, and I hid her Where she'll never be reached Your father cried",no
The choice is easy. I'm your guy. That is so cute.,no
The cow licks the one that licks her. It's tit for tat. Butter for fat.,no
"The district attorney from all the TV commercials, and you never come up. How long you been her boss, how many years? Four.",no
"The least you can do is let him talk to her on the phone. That's not right, Gina. You know, you're not as smart as everyone says you are.",no
"The most reliable Radio in the United States. Ok. While we await the news of the world, esta present musical selection.",no
"There are only three more classes. Okay, but can we re-evaluate after two? Yes.",no
"There are two Kaiju signatures in the Breach, not three like I predicted! Hermann! I haven't exactly had a very good day, okay?",no
There it goes. It's okay. Stay behind me.,no
"There's no sign of her since she left for work this morning. Thanks. Oh, okay.",no
There's nothing there. Is she bluffing us? What's below us?,no
There's something you don't see every day. Here it comes! I lost the rocket launcher.,no
These are our team reps. This is Wyndham. This is Phil. Mr. Anthony Molina.,no
"These are the great big events... the things you think you'll always remember, and you do... but there are other smaller.. Picking a blackberry that's been in the sun or... brushing the fingertip of someone you didn't know you loved... until you touched them. Nellie was this little collie... who wouldn't go on a leash so she had to sit on a bicycle seat.",no
They called the house. Told me you were up here. They did?,no
"They ought a call you Pizzazz' cause you a pussy-ass nigga Nigga, Shante is the only woman you ever have, so you ain't even qualified to speak on women, nigga I know what I am qualified to speak on Oh shit, don't show it blow it, nigga. Tell me I'm the shit first I'll throw the shit out You the shit, you the shit! Oh okay.",yes
"They used to date, when she was 15, and it was a secret. He came over after we had a party, and... and I went outside just to give him a beer, but then he kissed me. And then she came out, and she saw, and they started fighting, and then I had to hit him, and she hit him and... and it just happened.",no
They would never choose a gringo. The girl... Who was she?,no
"They're hiding, turning a blind eye. These are scary times. And the Mutants, they're not like the usual street crooks.",no
"They're so shiny. Hey, guess what today is. Uh, uh...",no
Things are gonna be better. You are delusional and she's a psychopath. You both need help.,no
"This is a basic tactical situation. Clearly, the most advantageous strategy is in... Not now.",no
"This is amazing. Oh, wait. I got ta go.",no
"This is great. Maybe we'll watch a movie. "" So we get on the bed and I ask her, "" What do you do? "" She says, "" I'm a webcam whore. "" Part of me's thinking, "" This is terrible.",yes
"This one from the ghetto. I mean, this guy's really angry. He's gonna fuck rocky's wife, I know it.",no
"This should have been here two days ago. Ah, you know how to do it. Mr. hill, check food supply, make sure light bulbs work.",no
This whole thing has been so painful. Mm. Cameron was crying afterwards. They always do.,no
"Those kids will lead us to homecoming. Follow that cab. Hey, taxi.",no
Three minutes and counting. But what if they're right behind the door? Please stop!,no
Titi wants to see you. You haven't spoken to her since Daniel's funeral. Yeah because she doesn't speak English.,no
"Told her what? Look, when Zoe was a little girl, the apartment building she lived in caught on fire and her neighbors got trapped behind a door. She still has nightmares about it.",no
"Tripp, as much as it pains me to agree with her. Dylan's right. If the Krugen get those shards...",no
"Uh, well, to be honest... I am deathly afraid of closed spaces. Ah, so you're claustrophobic.",no
"Umm, hey, Brook, great to finally meet you. I just took a piss. Oh, well.",no
WONDER I have battled harpies with talons as hard as hydro-fangs. Your little scratches are almost soothing.,no
"Wait here. She said she'll make sure Mom gets it. Thanks, Stanley.",no
Wait! Wait. Wait. Little girl.,no
"We are, in general, fucked up. If it had to be with a girl, I'm glad it was with you. Thank you?",no
"We can try to call your phone again when we get service. It's fine. I'll worry about it later, let's just go.",no
"We can watch her from here. Yeah, as long as she stays outside. Do you want me to take over?",no
"We can't do that, General. The heat wave from the blast will kill off the viral agent. I'll make a virus to infect the ships computer.",no
"We could shave our heads and go to new Mexico Mm, mm, mm, mm, mm? ? I've got rain on my shoes I am broken I am bruised I can't see where I am I'm so tired I can't stand but I I I believe give or take I don't care catch a break or a tear throw me out let me go and tell me I'll never know but I I I believe I don't know what to do am I her Am I you I may rage I may run it's not hard but it's fun and I am all over the place it's a dance it's a race I feel high I feel low there is one thing I kno-o-o-o-w I belie-e-e-ve I believe I believe, I believe I believe? ? I believe I believe",no
"We don't have any soap, Dad. Well, then get... get some. You remember when Mom used to freak out and scramble for quarters when that thing came around?",yes
"We don't need you! "" Bert Parks got fired. It became verbal, and it was mean. "" There she is. "" "" Oh, black thing.",no
We have to stick to the plan. I made her a promise. I can't let her die alone.,no
We need to find the type of people who do bad things. What makes you think that I would know people like that? I figured your kind move in the same circles.,no
"We should have a dance tonight. "" I never imagined she'd actually say yes. What was I thinking? No, Master.",no
"We'd love it if you and Tiff could come. Well, I've got ta talk to Tiff, but I'm sure she'll wanna go. Great.",no
"We're gonna take her to a residential facility. Ava, thank you for coming so quickly. She's been asking for you desperately.",no
"Welcome to paradise. See, the moon is almost full up there. Well, thank you so much for having us, this is great.",no
"Well, I'm a little bit wet right now but I'm doing good. How are you? I am actually amazing.",no
"Well, O is a big letter for women. Ovaries. Origami.",yes
"Well, it is Friday, and for many of you, that means you have a fun and exciting weekend to look forward to, but I am working, and not that I don't love what I do, but seeing as how it is "" Full Disclosure Friday, "" I am not really feeling it today. Oh, one cool thing, there was a report of a meteor touching down near Hadly Hill. And for those of you that don't know Hadly, it's what we like to call a starter hill.",no
"Well, it's the road you chose, dude, so please pull over so your friend can pee. Okay, Rhonda's getting a golden shower. The fuck she is!",no
"Well, maybe I should get a car. I mean... she can stay in my room. We got to get another car.",no
"Well, not off the top of my head. Well, has she, as far as you're aware, ever started her class with a prayer? MRS.",no
"Well, you hit her at the wrong angle or something. They figured it out. Well, maybe you should've done it then.",no
"Well, you love her, don't you? More than anything. Well, then, you do whatever it takes to make her happy again.",no
"Well, you're the one who said we didn't have time to stop for gas! Grab her arm. What are you doing?",no
What I've done has been glorious. Death is only a woman too. Think of us.,no
"What did she do? Cute. Last summer, Gracie had the time of her life at CF camp, didn't you, honey?",no
"What did that little fruit tell him? Wasn't the Professor sworn to uphold the Hippocratic oath? And Clara, since when she and the melon became so chummy?",no
"What did you do to her? I didn't say you could talk. Now, a little birdie told me you think you're a witch slayer.",no
"What dude that's really, wait a minute. You don't like her do ya? I just think there's other girls out there.",yes
What gun? I'm sorry. Can we stop?,no
What happened? She made bring you back. It may have been too much for her.,no
"What if he's the killer? Well, then we'll find out it's him when she shows up dead. Relax, Nathan.",no
"What if she changes her mind? What if she commits suicide? This is... this is a lot, I mean, ya know...",no
What is wrong with you? Jesus Christ! Why did you go and lock me in a truck full of dead bodies for?,no
What kind of name is that? What? That's what I call her.,no
"What she actually said was, "" Oh, God, Trevor, don't stop. "" Your dick is so fat and greasy and amazing. "" "" Greasy and amazing, "" and then he went on to say, "" Trevor, you have such a hot, throbbing cock "" "" and I want to get all juicy on your cock. "" Okay. So when is the part where the two of you meet?",no
What the fuck are you doing This little light of mine? Change is coming.,no
What the hell are you doing here? I came to see your aunt. How did you find her?,no
What the hell are you talking about? I don't know. I just know that they always find the killer.,no
What tunnels'? The one's running underneath this neighborhood. That's how they get the booze in.,no
"What's a responsibility? Yeah. Sometimes mommies want daddies to pitch in and help out and do things, and those are called responsibilities.",yes
"What's good? My dawg, what up? You good?",no
What's her name? We found dozens of pictures of women in your den. Hundreds!,no
What's your name? Vallie Sue. That's very pretty.,no
"What... what does a woman's vagina look like? "" Right? He says this to me. I didn't know what to fuckin' say, man, I was like... "" I don't know. "" I mean...",no
"What? Claudia, she ran off with my best friend. I'm sorry to hear that.",no
When her boyfriend found out that she was dying... he left. She didn't have anybody. You've got a stupid big heart.,no
"When it got real bad, she'd scream in the middle of the night. She'd fall out of bed dreaming about him. Wake up on the floor and cry out his name.",no
Where am I supposed to sleep? What are you doing? Some people are trying to sleep!,no
"Where are you? Relax, relax! Wait, hold on.",no
Where can we find a chick That's desperate enough To bang her way back to fame? I know of a venue that will have Several of those female individuals in attendance currently.,yes
Where have you been? What happened? Open the door.,no
"Where'd you find this gringo, man? At the fucking Mumford Sons concert and shit? What is it?",no
"Where? Little surprise for you guys. Look, honey, it's the bird sanctuary!",no
"Who do they possibly have that can challenge ? For my sake, please don't go. Please don't die.",no
"Who hurt you? I've just had enough, that's all. How long have you been living in your car?",no
"Who is this Boov? I do not know! All right, Oh. Owpain.",no
"Who's watching these two kids. The babysitter's typical girl next door, just there, Going to do her homework, talk on the phone with her friends And starts getting this creepy phone calls.",no
Who? Candice. Who?,no
Who? Porter. He's about to call her right now.,no
"Whoa, whoa, whoa, whoa. I stole her jewelry? I saw someone in her house the other night.",no
"Whoa. Where did you get this idea? We had a big fight and she was, "" I don't feel like you even appreciate me.",no
Whoo! I know you guys all came here tonight expecting a big show. Yeah!,no
Whoo! That's my girl! Beca!,no
"Why are you doing that right now?' Cause I've... I don't... well, it's... It's your birthday...",no
"Why does she get to pee on him and I don't? Give it back to me, motherfucker! Bitch!",no
"Why don't you just drive? I should sit in the back seat. I don't know why I'm, you know...",no
"Why is she here? She's so nice and was really, really helpful, Jan. Hi, girls!",no
"Why she killed herself, and if she was scared, what she was so scared of exactly. What do you think she was scared of? I don't know.",no
"Why the heck are you two sitting over here all by yourselves? You're not gonna make me any great-grandbabies this way. It is a family gathering, Nana.",no
Why weren't you at work? None of your business. I'm your husband.,no
"Why would not I be? Gus? As for the new girls, if you're serious about it, you have to tell her the truth.",no
"Why's she coming over? Well, we had a... you know, we had a good time, so we thought it might be fun, right? Good job, dad.",no
"Why? Did you sleep with her, I mean, because you already knew that Adam was cheating with Jasmine? Did you use that to your advantage?",no
Why? I just... I was trying to help you out. Roll it down.,no
Why? Sooner like I told you. All right.,no
"Why? That's, like, the one place on Earth I don't want to go. Like, real -Are you kidding?",no
Will thinks I'm a baby. He wants me to fire her again as a learning experience! Jesus Christ!,no
"With temperatures above normal so far the late fall is just a bit. And I know there are other folks looking down the road for a white Christmas. Maybe not this time, the almanac says.",no
"Women don't fare too well when they try to be smart. Man, my papa always told me the good Lord never meant for women to have idle time on their handscause nothing but trouble. Well, you gals have caused your fair share here.",yes
"Would you join me for lunch? Uh, yeah. You have to forget about her.",no
"Would you like me to pour you some tea? No, no, no, that's okay. I just... I need to get going.",no
"Wow. Treat her right, or you'll be hearing from me. Be good for Katie.",no
Yea but that doesn't get rid of the baby. Well it will until you start to show. Plus-minus.,no
"Yeah she's there, she's there. Oh my god, no one's here yet. Good, except for all the actresses, you know?",no
"Yeah! Goad luck, Brian. Oh, came an.",no
"Yeah, I heard. Thanks. For what?",no
"Yeah, I met a girl. What? Is she fucking hot?",yes
"Yeah, and who said we were voting? Guys, that's not a bad idea. We only have one car here.",no
"Yeah, but there's nothing we can do about that. That's the only way she can swim. Maybe not.",no
"Yeah, but what if we get less? I'm not going to go through this twice. Hey!",no
"Yeah, let her speak. I'm enjoying this. Go ahead, sweetie.",no
"Yeah, let's change the subject, okay. No, maybe you should call her. No, let's not talk about this anymore.",no
"Yeah, so Tori just... Yeah, she stayed over last night' cause she wasn't feeling well. Must be the paint fumes.",no
"Yeah, well, did you leave it open? No. I've been home all day.",no
"Yeah, yeah. Sorry. What is that, mayonnaise or something?",no
"Yeah, you just have to look past the gills on her neck. And you are...? He's one of Midtown Science's... -... best and brightest.",no
"Yeah. You know, maybe I started that. After the surgery, they left all kinds of crap inside me, like, you know.",no
Yeah? It's Ross. Bruce's state room is burning.,no
Yeah? No relationship? It was my mom that raised me.,no
"Yeah? Okay. Well, right here is just a little basic transportation for the nine-to-fivers.",no
Yeah? What about your loud mouth girlfriend? How does she feel?,no
"Yes you can. I'm proud of you, Austin. Thanks.",no
Yes! You or you! He loved her more than you can protect us.,no
"Yes, I am. Don't forget, employees aren't part of the competition. I-I know that.",no
"Yes, and she should keep it quite up. What is it? I'm not sure.",no
Yo! I don't... I just have our home number I don't her cell number.,no
"Yo, that sucks, bro. I'm sorry. Let me take you to Papagalo's, buy you a drink.",no
"You bet. Okay, see you in a minute. That was Natasha, she's on her way here with a lady cop.",yes
You better be. Yeah. That was a steer comb back there.,no
You can fold it or rip off Ellen's part if you don't wanna look at her. I just thought maybe you could... Remember me sometimes when you get wherever you're going.,no
"You can see how disappointed she is, and if you multiply that by 10, and bury it inside of yourself, that is how I feel about what you've done. Disappointment and anger. It's Disa, it's primarily, disappointment is the frosting on the cake of the anger I have in my heart for you right now.",no
